QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE504_NEG_01.raw,FA2INTENS:mE504_NEG_02.raw,FA2INTENS:mE504_NEG_03.raw,FA2INTENS:mE504_NEG_04.raw,FA2INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE504_NEG_01.raw,FAOINTENS:mE504_NEG_02.raw,FAOINTENS:mE504_NEG_03.raw,FAOINTENS:mE504_NEG_04.raw,FAOINTENS:mE504_NEG_05.raw,NEG
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 20:5-20:1,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,9165.3,7410.1,13956.5,10845.2,0,20:05,301.215,5169.1,0,5560.3,4295.8,0,20:01,309.2801,3996.2,7410.1,8396.2,6549.5,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 20:3-20:3,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,-3.4,-3.4,0,0,0,20:03,305.2473,-1.7,-1.7,0,0,0,20:03,305.2473,-1.7,-1.7,0,0,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 22:4-18:2,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,947303.1,734635.7,75733.6,97893.1,0,22:04,331.2642,521294.7,433479.4,0,0,0,18:02,279.2331,426008.4,301156.4,75733.6,97893.1,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 20:4-20:2,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,375766.2,297730.1,6383.7,5408.5,0,20:04,303.233,248064.9,196517.1,6383.7,5408.5,0,20:02,307.2641,127701.3,101213,0,0,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 18:0-22:6,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,602066.4,503800.3,178884.6,158843.8,2755.5,18:00,283.2669,407185.7,347439.7,89256.2,77411.5,2755.5,22:06,327.2331,194880.7,156360.6,89628.5,81432.3,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 22:5-18:1,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,2649624.3,1825807.6,18635.3,21650,0,22:05,329.2478,1570402.4,1123322.7,5195.3,5907.8,0,18:01,281.2487,1079221.8,702484.9,13440,15742.2,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C45 N1 O8 P1 ,0,PE,40,5,PE 40:5,PE 20:3-20:2,792.5549,10462450.1,6786803.5,-1.7,0,23747.2,16285.8,9404.6,0,0,0,20:03,305.2462,16287.5,9406.3,0,0,0,20:02,307.2644,-1.7,-1.7,0,0,0,196.0373,171376.2,121030,2816.3,1934.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C45 N1 O8 P1 ,0,PE,40,5,PE 40:5,PE 16:0-24:5,792.5549,10462450.1,6786803.5,-1.7,0,23747.2,8556132.9,2345137.3,784030.3,1157285.1,1132.2,16:00,255.2329,8516271.2,2331197.2,784030.3,1157285.1,1132.2,24:05:00,357.2803,39861.6,13940.1,0,0,0,196.0373,171376.2,121030,2816.3,1934.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C45 N1 O8 P1 ,0,PE,40,5,PE 40:5,PE 20:1-20:4,792.5549,10462450.1,6786803.5,-1.7,0,23747.2,927225.4,644703.8,26133.8,33209.2,0,20:01,309.2799,342040.2,223670,2763.2,4574.7,0,20:04,303.233,585185.3,421033.8,23370.6,28634.5,0,196.0373,171376.2,121030,2816.3,1934.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C45 N1 O8 P1 ,0,PE,40,5,PE 40:5,PE 22:4-18:1,792.5549,10462450.1,6786803.5,-1.7,0,23747.2,6136365,4300884.2,67324.3,100057.7,0,22:04,331.2639,3778472.2,2618851,4726.8,5544,0,18:01,281.2486,2357892.7,1682033.2,62597.6,94513.6,0,196.0373,171376.2,121030,2816.3,1934.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C45 N1 O8 P1 ,0,PE,40,5,PE 40:5,PE 18:0-22:5,792.5549,10462450.1,6786803.5,-1.7,0,23747.2,187860.7,166873.7,25489.9,21403.7,1504.3,18:00,283.2647,143927.6,109918.8,10067.8,10782.9,1504.3,22:05,329.248,43933.1,56954.9,15422.1,10620.8,0,196.0373,171376.2,121030,2816.3,1934.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C45 N1 O8 P1 ,0.8,PE,40,4,PE 40:4,PE 20:3-20:1,794.5712,-1.7,-1.7,35741.4,31281,0,37075.6,33810.8,0,4403.8,0,20:03,305.2464,37077.3,33812.5,0,4403.8,0,20:01,309.28,-1.7,-1.7,0,0,0,196.0373,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C45 N1 O8 P1 ,0.8,PE,40,4,PE 40:4,PE 20:2-20:2,794.5712,-1.7,-1.7,35741.4,31281,0,14469.5,0,0,0,0,20:02,307.2626,7234.8,0,0,0,0,20:02,307.2626,7234.8,0,0,0,0,196.0373,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C45 N1 O8 P1 ,0.8,PE,40,4,PE 40:4,PE 16:0-24:4,794.5712,-1.7,-1.7,35741.4,31281,0,1815468.4,1278260.6,399491.1,548309.4,-1.7,16:00,255.2329,1797660.7,1261914.6,399491.1,548309.4,-1.7,24:04:00,359.2962,17807.8,16346,0,0,0,196.0373,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C45 N1 O8 P1 ,0.8,PE,40,4,PE 40:4,PE 20:4-20:0,794.5712,-1.7,-1.7,35741.4,31281,0,183627.9,162539.4,40294.9,51299.3,0,20:04,303.2331,172597.5,148673.5,40294.9,51299.3,0,20:00,311.294,11030.4,13865.9,0,0,0,196.0373,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C45 N1 O8 P1 ,0.8,PE,40,4,PE 40:4,PE 18:0-22:4,794.5712,-1.7,-1.7,35741.4,31281,0,480716,415609.4,42254.3,50262.3,-1.7,18:00,283.2644,387567,291002.1,36715.8,43763.4,-1.7,22:04,331.2639,93149,124607.4,5538.6,6498.8,0,196.0373,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C45 N1 O8 P1 ,-5.4,PE,40,3,PE 40:3,PE 20:2-20:1,796.5819,17767.8,19086.9,-1.7,-1.7,0,9733.4,9717.6,0,0,0,20:02,307.2631,5906.3,5158.5,0,0,0,20:01,309.2811,3827.1,4559.1,0,0,0,196.0375,19938.8,13226.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C45 N1 O8 P1 ,-5.4,PE,40,3,PE 40:3,PE 18:1-22:2,796.5819,17767.8,19086.9,-1.7,-1.7,0,503725.5,282516.4,70769.6,25734.2,0,18:01,281.2486,462387.9,248186.8,70769.6,25734.2,0,22:02,335.2959,41337.6,34329.6,0,0,0,196.0375,19938.8,13226.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C45 N1 O8 P1 ,-5.4,PE,40,3,PE 40:3,PE 22:1-18:2,796.5819,17767.8,19086.9,-1.7,-1.7,0,6308.5,-1.7,-1.7,-1.7,0,22:01,337.3117,6310.2,0,0,0,0,18:02,279.233,-1.7,-1.7,-1.7,-1.7,0,196.0375,19938.8,13226.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H85 C45 N1 O8 P1 ,2.1,PE,40,2,PE 40:2,PE 22:1-18:1,798.6035,7108.1,2509.1,0,0,0,135400.6,89323.7,13250.8,5823.9,0,22:01,337.3117,36138.2,25129.5,0,0,0,18:01,281.2486,99262.4,64194.2,13250.8,5823.9,0,196.0375,30592.9,25270.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H85 C45 N1 O8 P1 ,2.1,PE,40,2,PE 40:2,PE 20:1-20:1,798.6035,7108.1,2509.1,0,0,0,12085.5,10335.6,0,0,0,20:01,309.2797,6042.8,5167.8,0,0,0,20:01,309.2797,6042.8,5167.8,0,0,0,196.0375,30592.9,25270.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H85 C45 N1 O8 P1 ,2.1,PE,40,2,PE 40:2,PE 18:0-22:2,798.6035,7108.1,2509.1,0,0,0,252224.2,156500.5,20676,16110,16530.2,18:00,283.264,252206.9,156128.9,20676,16110,16530.2,22:02,335.2947,17.3,371.6,0,0,0,196.0375,30592.9,25270.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C47 N1 O8 P1 ,2.2,PE,42,10,PE 42:10,PE 22:6-20:4,810.5097,3213149.3,2762334.9,0,0,0,2688759.5,2449981,-1.7,-1.7,0,22:06,327.233,288244.6,245865.4,0,0,0,20:04,303.2328,2400514.9,2204115.6,-1.7,-1.7,0,196.0372,89552.9,70793.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C47 N1 O8 P1 ,-2.8,PE,42,9,PE 42:9,PE 20:3-22:6,812.5213,-1.7,-1.7,0,0,0,192216.6,179357.7,0,0,0,20:03,305.2462,143417.2,140108.9,0,0,0,22:06,327.2328,48799.5,39248.8,0,0,0,196.0374,57910.9,60359.5,4185.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C47 N1 O8 P1 ,-2.8,PE,42,9,PE 42:9,PE 20:5-22:4,812.5213,-1.7,-1.7,0,0,0,30816.3,14075.1,8145.3,4443.5,0,20:05,301.218,5624.1,0,3723.5,0,0,22:04,331.2633,25192.3,14075.1,4421.8,4443.5,0,196.0374,57910.9,60359.5,4185.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C47 N1 O8 P1 ,-2.8,PE,42,9,PE 42:9,PE 22:5-20:4,812.5213,-1.7,-1.7,0,0,0,354235,312580.5,5735.4,11929.3,0,22:05,329.2485,142206.3,113160.8,0,0,0,20:04,303.233,212028.7,199419.7,5735.4,11929.3,0,196.0374,57910.9,60359.5,4185.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C47 N1 O8 P1 ,2.6,PE,42,8,PE 42:8,PE 20:3-22:5,814.5413,1144292.1,898318.3,0,0,0,56435.1,35509.9,0,0,0,20:03,305.2468,20857.1,12642.4,0,0,0,22:05,329.2487,35578,22867.6,0,0,0,196.037,92383.6,86586.8,0,3999.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C47 N1 O8 P1 ,2.6,PE,42,8,PE 42:8,PE 22:4-20:4,814.5413,1144292.1,898318.3,0,0,0,571939.7,445774.8,27147.5,31545.8,0,22:04,331.2643,213509.2,172846.4,0,0,0,20:04,303.233,358430.5,272928.4,27147.5,31545.8,0,196.037,92383.6,86586.8,0,3999.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C47 N1 O8 P1 ,2.6,PE,42,8,PE 42:8,PE 22:6-20:2,814.5413,1144292.1,898318.3,0,0,0,53818.8,40493.3,0,0,0,22:06,327.233,21922.4,18693.1,0,0,0,20:02,307.2642,31896.4,21800.2,0,0,0,196.037,92383.6,86586.8,0,3999.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C47 N1 O8 P1 ,1.6,PE,42,7,PE 42:7,PE 20:3-22:4,816.5562,380924.7,310332.3,0,0,0,148430.7,123545.6,5399,6403.9,0,20:03,305.2487,63682.5,51532,5399,6403.9,0,22:04,331.2642,84748.2,72013.6,0,0,0,196.0374,144.2,-1.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C47 N1 O8 P1 ,1.6,PE,42,7,PE 42:7,PE 20:2-22:5,816.5562,380924.7,310332.3,0,0,0,18881.5,17718.2,0,0,0,20:02,307.264,5598.9,6379.6,0,0,0,22:05,329.2483,13282.7,11338.6,0,0,0,196.0374,144.2,-1.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C47 N1 O8 P1 ,1.6,PE,42,7,PE 42:7,PE 20:1-22:6,816.5562,380924.7,310332.3,0,0,0,164286.9,121281.6,6166.1,7617.4,0,20:01,309.28,82344.1,58824.9,0,0,0,22:06,327.232,81942.8,62456.7,6166.1,7617.4,0,196.0374,144.2,-1.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C47 N1 O8 P1 ,1.6,PE,42,7,PE 42:7,PE 18:1-24:6,816.5562,380924.7,310332.3,0,0,0,122582.9,64336.2,69057.7,156539.3,0,18:01,281.2485,115932.3,59970.1,69057.7,156539.3,0,24:06:00,355.2637,6650.6,4366.1,0,0,0,196.0374,144.2,-1.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C47 N1 O8 P1 ,1.6,PE,42,7,PE 42:7,PE 18:2-24:5,816.5562,380924.7,310332.3,0,0,0,3017097.5,800957.8,2256446.5,4928663.3,0,18:02,279.233,3010245.5,794418.5,2256446.5,4928663.3,0,24:05:00,357.2787,6851.9,6539.3,0,0,0,196.0374,144.2,-1.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C47 N1 O8 P1 ,1.6,PE,42,7,PE 42:7,PE 22:3-20:4,816.5562,380924.7,310332.3,0,0,0,1577748.9,622322.2,941014.8,1120393.2,0,22:03,333.2759,-1.8,-1.8,0,0,0,20:04,303.233,1577750.7,622323.9,941014.8,1120393.2,0,196.0374,144.2,-1.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C47 N1 O8 P1 ,2,PE,42,6,PE 42:6,PE 20:2-22:4,818.5722,263.5,181483.6,0,0,0,48797.5,36779.2,0,0,0,20:02,307.2637,12490.4,13847.6,0,0,0,22:04,331.2644,36307.1,22931.6,0,0,0,196.0374,24513.9,19702.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C47 N1 O8 P1 ,2,PE,42,6,PE 42:6,PE 24:4-18:2,818.5722,263.5,181483.6,0,0,0,222260.4,267604.5,-1.7,-1.7,0,24:04:00,359.2978,6858,4770.4,0,0,0,18:02,279.233,215402.4,262834.1,-1.7,-1.7,0,196.0374,24513.9,19702.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C47 N1 O8 P1 ,2,PE,42,6,PE 42:6,PE 20:0-22:6,818.5722,263.5,181483.6,0,0,0,18694.8,12537.9,4190.6,3886.1,0,20:00,311.2924,5772.4,0,0,0,0,22:06,327.2332,12922.4,12537.9,4190.6,3886.1,0,196.0374,24513.9,19702.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C47 N1 O8 P1 ,2,PE,42,6,PE 42:6,PE 18:1-24:5,818.5722,263.5,181483.6,0,0,0,2722312.2,779207.3,1159062.4,2419188.5,0,18:01,281.2486,2606836.8,699926.3,1159062.4,2419188.5,0,24:05:00,357.2798,115475.4,79281,0,0,0,196.0374,24513.9,19702.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C47 N1 O8 P1 ,2,PE,42,6,PE 42:6,PE 20:1-22:5,818.5722,263.5,181483.6,0,0,0,68742.9,46047.2,0,0,0,20:01,309.2794,17490.6,12638.4,0,0,0,22:05,329.2484,51252.3,33408.8,0,0,0,196.0374,24513.9,19702.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C47 N1 O8 P1 ,2,PE,42,6,PE 42:6,PE 22:1-20:5,818.5722,263.5,181483.6,0,0,0,5535.3,0,3871,0,0,22:01,337.311,5535.3,0,0,0,0,20:05,301.216,0,0,3871,0,0,196.0374,24513.9,19702.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C47 N1 O8 P1 ,2,PE,42,5,PE 42:5,PE 24:4-18:1,820.5878,-1.8,63782.1,0,0,0,76434.6,235543.8,-1.7,-1.7,0,24:04:00,359.296,76436.4,51860.8,0,0,0,18:01,281.2486,-1.7,183683,-1.7,-1.7,0,196.0375,62582.7,55134.3,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C47 N1 O8 P1 ,2,PE,42,5,PE 42:5,PE 22:1-20:4,820.5878,-1.8,63782.1,0,0,0,74048.6,90645.7,-1.7,-1.7,0,22:01,337.3146,0,4555.3,0,0,0,20:04,303.2331,74048.6,86090.4,-1.7,-1.7,0,196.0375,62582.7,55134.3,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C47 N1 O8 P1 ,2,PE,42,5,PE 42:5,PE 20:1-22:4,820.5878,-1.8,63782.1,0,0,0,157682.8,106683.5,0,0,0,20:01,309.2798,44917.9,31738.8,0,0,0,22:04,331.2642,112764.9,74944.7,0,0,0,196.0375,62582.7,55134.3,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C47 N1 O8 P1 ,2,PE,42,5,PE 42:5,PE 18:0-24:5,820.5878,-1.8,63782.1,0,0,0,1012503.2,377326.1,324190.3,513691,-1.7,18:00,283.2643,1012504.9,377327.9,324190.3,513691,-1.7,24:05:00,357.2806,-1.7,-1.7,0,0,0,196.0375,62582.7,55134.3,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C49 N1 O8 P1 ,2.5,PE,44,9,PE 44:9,PE 22:5-22:4,840.557,-1.8,0,0,0,0,17517,14095.1,0,0,0,22:05,329.2493,1623.3,2434.6,0,0,0,22:04,331.2643,15893.7,11660.5,0,0,0,196.0374,71891.8,70023.2,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C49 N1 O8 P1 ,2.5,PE,44,9,PE 44:9,PE 20:4-24:5,840.557,-1.8,0,0,0,0,974575.7,284051.5,1224462,2443951.7,0,20:04,303.2331,969784.1,277050.5,1224462,2443951.7,0,24:05:00,357.2802,4791.6,7000.9,0,0,0,196.0374,71891.8,70023.2,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGNegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGNegMS2,H62 C32 O10 P1 ,1.6,PG,26,0,PG 26:0,PG 14:0-12:0,637.4096,0,0,0,0,956.3,52569.6,33624.5,29013,15613.5,58018.5,14:00,227.2013,10443.8,4596.5,6000.4,3275.8,4084.8,12:00,199.1698,42125.8,29028,23012.6,12337.6,53933.6,152.995,25052.8,22476.6,6820.5,5052.4,3767.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H64 C34 O10 P1 ,5.5,PG,28,1,PG 28:1,PG 12:0-16:1,663.4279,0,0,0,0,1154.7,9976.6,7143.4,13764.6,4097.9,4248.6,12:00,199.1698,5875.4,3463.7,5011.3,0,4248.6,16:01,253.2173,4101.2,3679.7,8753.3,4097.9,0,152.995,40558.2,40808.1,10443,6821,4791.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H64 C34 O10 P1 ,5.5,PG,28,1,PG 28:1,PG 14:1-14:0,663.4279,0,0,0,0,1154.7,4545.4,3100.4,11640.3,0,0,14:01,225.1847,0,0,3015.4,0,0,14:00,227.2017,4545.4,3100.4,8624.9,0,0,152.995,40558.2,40808.1,10443,6821,4791.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H62 C38 O10 P1 ,-5.2,PG,32,6,PG 32:6,PG 18:3-14:3,709.4049,0,0,1500.7,0,0,7744.3,0,2275.5,0,0,18:03,277.2156,3201,0,0,0,0,14:03,221.154,4543.3,0,2275.5,0,0,152.995,13085.7,12671.4,6174.2,6526.3,-1.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H72 C38 O10 P1 ,4.1,PG,32,1,PG 32:1,PG 16:0-16:1,719.4898,1278,0,0,0,0,11350.6,6144.7,91336.8,28214.7,16639.7,16:00,255.2328,-1.6,-1.6,67903.5,25879.4,16639.7,16:01,253.2173,11352.3,6146.3,23433.3,2335.3,0,152.9951,58019.6,50229.3,14990.9,16002,3626.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H72 C38 O10 P1 ,4.1,PG,32,1,PG 32:1,PG 18:1-14:0,719.4898,1278,0,0,0,0,-1.6,-1.6,88434.4,25129.1,0,18:01,281.2484,-1.6,-1.6,84967.8,25129.1,0,14:00,227.2017,0,0,3466.6,0,0,152.9951,58019.6,50229.3,14990.9,16002,3626.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C38 O10 P1 ,-1,PG,32,0,PG 32:0,PG 16:0-16:0,721.5018,-1.6,-1.6,0,0,0,638028.6,465531.1,324679.5,132449,28728.2,16:00,255.2329,319014.3,232765.5,162339.7,66224.5,14364.1,16:00,255.2329,319014.3,232765.5,162339.7,66224.5,14364.1,152.9949,68351.5,59885,11419.9,13883.6,2701.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C38 O10 P1 ,-1,PG,32,0,PG 32:0,PG 18:0-14:0,721.5018,-1.6,-1.6,0,0,0,52132.2,41768,92230.7,28916.1,13296.5,18:00,283.2644,52132.2,37555.3,92230.7,28916.1,13296.5,14:00,227.203,0,4212.7,0,0,0,152.9949,68351.5,59885,11419.9,13883.6,2701.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C40 O10 P1 ,1.3,PG,34,2,PG 34:2,PG 18:1-16:1,745.5035,60722.7,31442.1,0,0,0,1443.8,1408.1,2928.1,3089.6,0,18:01,281.2487,-1.6,-1.6,-1.6,-1.6,0,16:01,253.217,1445.4,1409.7,2929.7,3091.2,0,152.995,41476.5,45132.9,11502.1,11771.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H74 C40 O10 P1 ,1.3,PG,34,2,PG 34:2,PG 18:2-16:0,745.5035,60722.7,31442.1,0,0,0,64876.5,47594.2,96068.7,22787.7,11967.2,18:02,279.2331,64878.1,47595.7,47048.3,22789.2,0,16:00,255.2329,-1.6,-1.6,49020.4,-1.6,11967.2,152.995,41476.5,45132.9,11502.1,11771.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C40 O10 P1 ,0.2,PG,34,1,PG 34:1,PG 18:0-16:1,747.5183,159278.4,74248.4,-1.6,-1.6,0,16512.4,11578.2,47417.7,25432.5,7664.5,18:00,283.2661,15922.4,10767.5,47344.1,24732.9,7664.5,16:01,253.2177,590,810.7,73.5,699.6,0,152.9949,20648.1,38407.4,8544.6,10622.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,H76 C40 O10 P1 ,0.2,PG,34,1,PG 34:1,PG 18:1-16:0,747.5183,159278.4,74248.4,-1.6,-1.6,0,235643.4,177868.3,102930.9,44296.4,13420.2,18:01,281.2487,214699.7,143939.1,59264.7,41522.6,0,16:00,255.2329,20943.7,33929.2,43666.2,2773.8,13420.2,152.9949,20648.1,38407.4,8544.6,10622.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
