QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,OH,NAME,MASS,PREC:mE531_NEG_01.raw,PREC:mE531_NEG_02.raw,PREC:mE531_NEG_03.raw,PREC:mE531_NEG_04.raw,PREC:mE531_NEG_05.raw,SUMFA:mE531_NEG_01.raw,SUMFA:mE531_NEG_02.raw,SUMFA:mE531_NEG_03.raw,SUMFA:mE531_NEG_04.raw,SUMFA:mE531_NEG_05.raw,MASSFRAG1,FRAG1:mE531_NEG_01.raw,FRAG1:mE531_NEG_02.raw,FRAG1:mE531_NEG_03.raw,FRAG1:mE531_NEG_04.raw,FRAG1:mE531_NEG_05.raw,SPECIE,FA1,MASSFA1,FA1INTENS:mE531_NEG_01.raw,FA1INTENS:mE531_NEG_02.raw,FA1INTENS:mE531_NEG_03.raw,FA1INTENS:mE531_NEG_04.raw,FA1INTENS:mE531_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE531_NEG_01.raw,FA2INTENS:mE531_NEG_02.raw,FA2INTENS:mE531_NEG_03.raw,FA2INTENS:mE531_NEG_04.raw,FA2INTENS:mE531_NEG_05.raw,MASSFRAG2,FRAG2:mE531_NEG_01.raw,FRAG2:mE531_NEG_02.raw,FRAG2:mE531_NEG_03.raw,FRAG2:mE531_NEG_04.raw,FRAG2:mE531_NEG_05.raw,MASSNLS,NLS:mE531_NEG_01.raw,NLS:mE531_NEG_02.raw,NLS:mE531_NEG_03.raw,NLS:mE531_NEG_04.raw,NLS:mE531_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE531_NEG_01.raw,FAOINTENS:mE531_NEG_02.raw,FAOINTENS:mE531_NEG_03.raw,FAOINTENS:mE531_NEG_04.raw,FAOINTENS:mE531_NEG_05.raw,NEG
PENegMS2,0.5,H71 C37 N1 O8 P1 ,PE,32,1,None, PE 32:1,688.4927,0,0,9438.6,83934.1,0,-1.5,4519.9,6638.6,6022.1,0,196.0375,5369.9,3452.5,0,0,0,PE 14:1-18:0,14:1,225.1855,0,0,0,6023.7,0,18:0,283.2639,-1.5,4519.9,6638.6,-1.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.5,H73 C37 N1 O8 P1 ,PE,32,0,None, PE 32:0,690.5076,0,2738.8,251997,2383,0,-3.1,22456.5,271388.4,3423.3,0,196.0371,0,0,3665.7,0,0,PE 16:0-16:0,16:0,255.233,-1.5,11228.3,135694.2,1711.6,0,16:0,255.233,-1.5,11228.3,135694.2,1711.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.5,H73 C37 N1 O8 P1 ,PE,32,0,None, PE 32:0,690.5076,0,2738.8,251997,2383,0,-1.5,2444.7,700.8,2921.6,0,196.0371,0,0,3665.7,0,0,PE 14:0-18:0,14:0,227.2023,0,0,0,2921.6,0,18:0,283.2645,-1.5,2444.7,700.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-4.7,H69 C39 N1 O8 P1 ,PE,34,4,None, PE 34:4,710.4733,0,0,0,19221.8,0,0,0,0,10676,0,196.0379,6254.6,3108,0,0,0,PE 16:1-18:3,16:1,253.2176,0,0,0,7850.5,0,18:3,277.2173,0,0,0,2825.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-4.7,H69 C39 N1 O8 P1 ,PE,34,4,None, PE 34:4,710.4733,0,0,0,19221.8,0,-1.6,0,4657.1,0,0,196.0379,6254.6,3108,0,0,0,PE 14:0-20:4,14:0,227.2017,-1.6,0,-1.6,0,0,20:4,303.2335,0,0,4658.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H73 C39 N1 O8 P1 ,PE,34,2,None, PE 34:2,714.5086,88011.6,2627.9,814401.7,240514,0,3635.8,44070.2,72669.4,81642.3,0,196.038,2906.9,4482.2,5154.6,2775.6,0,PE 16:1-18:1,16:1,253.2173,0,4642.6,19129.2,42008.4,0,18:1,281.2484,3635.8,39427.6,53540.1,39633.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H73 C39 N1 O8 P1 ,PE,34,2,None, PE 34:2,714.5086,88011.6,2627.9,814401.7,240514,0,4804.1,19003.4,336876.1,44528.6,0,196.038,2906.9,4482.2,5154.6,2775.6,0,PE 18:2-16:0,18:2,279.2328,4805.7,3871.5,223636.9,27867.5,0,16:0,255.2328,-1.6,15131.9,113239.2,16661.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H75 C39 N1 O8 P1 ,PE,34,1,None, PE 34:1,716.5242,0,309222.9,1753829.4,375306.5,0,-1.6,10657.7,6811.1,83838.5,0,196.038,4214.2,3497,14956.8,2988.4,2720.4,PE 16:1-18:0,16:1,253.2169,0,7536.7,1082.3,61539.6,0,18:0,283.264,-1.6,3121.1,5728.8,22298.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H75 C39 N1 O8 P1 ,PE,34,1,None, PE 34:1,716.5242,0,309222.9,1753829.4,375306.5,0,3185.8,296605.3,862236.4,97122,0,196.038,4214.2,3497,14956.8,2988.4,2720.4,PE 16:0-18:1,16:0,255.2327,-1.6,102325.3,262501.7,35249,0,18:1,281.2485,3187.4,194280,599734.7,61873,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.4,H77 C39 N1 O8 P1 ,PE,34,0,None, PE 34:0,718.5403,0,29162.4,2850.7,0,0,10088.7,93976.8,71406.7,5149.5,0,196.0373,0,2074.3,0,0,0,PE 16:0-18:0,16:0,255.2326,7474.4,77135.2,49244.5,5031,0,18:0,283.2634,2614.3,16841.6,22162.2,118.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-3,H69 C41 N1 O8 P1 ,PE,36,6,None, PE 36:6,734.4744,0,0,1029.2,3948.2,0,8825.6,7087.7,7085.1,19048.6,0,196.0382,3648.2,0,0,0,0,PE 16:1-20:5,16:1,253.2173,8825.6,7087.7,7085.1,1987.8,0,20:5,301.2169,0,0,0,17060.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-2.1,H71 C41 N1 O8 P1 ,PE,36,5,None, PE 36:5,736.4908,1988.1,2259.3,555650.8,96293.1,0,1678.8,25395.9,190872.3,8884.4,0,196.0374,2969.4,3730.4,4564.3,4455.5,0,PE 16:1-20:4,16:1,253.2164,1678.8,10411.7,66106.8,2885.2,0,20:4,303.2328,0,14984.2,124765.4,5999.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-2.1,H71 C41 N1 O8 P1 ,PE,36,5,None, PE 36:5,736.4908,1988.1,2259.3,555650.8,96293.1,0,822933.8,514289,380151.1,348011.4,197214.5,196.0374,2969.4,3730.4,4564.3,4455.5,0,PE 20:5-16:0,20:5,301.2181,0,0,0,1883.3,0,16:0,255.2327,822933.8,514289,380151.1,346128.1,197214.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-2.1,H71 C41 N1 O8 P1 ,PE,36,5,None, PE 36:5,736.4908,1988.1,2259.3,555650.8,96293.1,0,3870.5,3439.3,8493.8,13752.9,0,196.0374,2969.4,3730.4,4564.3,4455.5,0,PE 18:2-18:3,18:2,279.2331,3870.5,3439.3,8493.8,9138,0,18:3,277.2173,0,0,0,4615,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.2,H73 C41 N1 O8 P1 ,PE,36,4,None, PE 36:4,738.5088,118242.4,263128.5,4122088.3,190433.2,0,0,0,5689.9,17195.8,0,196.0375,9928.8,6578.8,40594.1,2430.9,0,PE 20:3-16:1,20:3,305.2471,0,0,5691.5,3975,0,16:1,253.2171,0,0,-1.6,13220.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.2,H73 C41 N1 O8 P1 ,PE,36,4,None, PE 36:4,738.5088,118242.4,263128.5,4122088.3,190433.2,0,2794.7,5112.9,287175.6,46589.4,0,196.0375,9928.8,6578.8,40594.1,2430.9,0,PE 18:2-18:2,18:2,279.2331,1397.3,2556.5,143587.8,23294.7,0,18:2,279.2331,1397.3,2556.5,143587.8,23294.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.2,H73 C41 N1 O8 P1 ,PE,36,4,None, PE 36:4,738.5088,118242.4,263128.5,4122088.3,190433.2,0,26871.7,129241.8,1155191.7,2587.5,-1.6,196.0375,9928.8,6578.8,40594.1,2430.9,0,PE 16:0-20:4,16:0,255.2327,-1.6,16697.7,427908.4,-1.6,-1.6,20:4,303.2333,26873.3,112544.1,727283.3,2589.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.2,H73 C41 N1 O8 P1 ,PE,36,4,None, PE 36:4,738.5088,118242.4,263128.5,4122088.3,190433.2,0,-1.6,42620.3,16958.6,46438.7,-1.6,196.0375,9928.8,6578.8,40594.1,2430.9,0,PE 18:1-18:3,18:1,281.2486,-1.6,42620.3,12900.1,19817.7,-1.6,18:3,277.2179,0,0,4058.4,26621.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H75 C41 N1 O8 P1 ,PE,36,3,None, PE 36:3,740.5243,3954.6,2848.5,1610462,508245.4,0,525.1,14153.4,44847.1,23422.6,0,196.0376,0,1304.7,8030.4,0,0,PE 20:3-16:0,20:3,305.2469,0,2875.2,44848.8,2649.7,0,16:0,255.2327,525.1,11278.3,-1.6,20772.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H75 C41 N1 O8 P1 ,PE,36,3,None, PE 36:3,740.5243,3954.6,2848.5,1610462,508245.4,0,9491.2,27506,808141.3,135909.4,0,196.0376,0,1304.7,8030.4,0,0,PE 18:2-18:1,18:2,279.2328,9492.8,9329.5,484637.5,78795.4,0,18:1,281.2484,-1.6,18176.5,323503.8,57114.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.9,H75 C41 N1 O8 P1 ,PE,36,3,None, PE 36:3,740.5243,3954.6,2848.5,1610462,508245.4,0,-1.6,-1.6,2781.8,40036.2,-1.6,196.0376,0,1304.7,8030.4,0,0,PE 18:0-18:3,18:0,283.2641,-1.6,-1.6,-1.6,-1.6,-1.6,18:3,277.219,0,0,2783.4,40037.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.5,H77 C41 N1 O8 P1 ,PE,36,2,None, PE 36:2,742.5403,87482.5,422294,1412491.3,886749,0,0,12181.1,0,4012.7,0,196.0374,3955.9,7508.5,11446.2,8053.7,0,PE 16:1-20:1,16:1,253.218,0,0,0,4012.7,0,20:1,309.2803,0,12181.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.5,H77 C41 N1 O8 P1 ,PE,36,2,None, PE 36:2,742.5403,87482.5,422294,1412491.3,886749,0,12324.1,16819.8,143573.8,204960.1,1559.4,196.0374,3955.9,7508.5,11446.2,8053.7,0,PE 18:2-18:0,18:2,279.233,12325.8,10786.6,91370,148718.5,0,18:0,283.2638,-1.7,6033.3,52203.8,56241.6,1559.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.5,H77 C41 N1 O8 P1 ,PE,36,2,None, PE 36:2,742.5403,87482.5,422294,1412491.3,886749,0,-1.7,8329.3,32075.3,3634.1,0,196.0374,3955.9,7508.5,11446.2,8053.7,0,PE 20:2-16:0,20:2,307.2629,0,0,5169.9,0,0,16:0,255.2329,-1.7,8329.3,26905.4,3634.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.5,H77 C41 N1 O8 P1 ,PE,36,2,None, PE 36:2,742.5403,87482.5,422294,1412491.3,886749,0,6618.1,827782.1,1082611.7,375006.4,0,196.0374,3955.9,7508.5,11446.2,8053.7,0,PE 18:1-18:1,18:1,281.2483,3309,413891,541305.9,187503.2,0,18:1,281.2483,3309,413891,541305.9,187503.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.3,H79 C41 N1 O8 P1 ,PE,36,1,None, PE 36:1,744.5566,0,345965.9,273584.4,385800.3,0,-1.6,75912.2,31330.7,5041.7,0,196.0375,0,7828.5,-1.6,967.7,0,PE 16:0-20:1,16:0,255.2331,-1.6,56315.3,24703.1,5041.7,0,20:1,309.2804,0,19596.9,6627.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.3,H79 C41 N1 O8 P1 ,PE,36,1,None, PE 36:1,744.5566,0,345965.9,273584.4,385800.3,0,3605.5,305973.3,149638.7,227770.5,0,196.0375,0,7828.5,-1.6,967.7,0,PE 18:1-18:0,18:1,281.2485,3607.1,222423.2,85165,166602.6,0,18:0,283.2641,-1.6,83550,64473.7,61167.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.6,H71 C43 N1 O8 P1 ,PE,38,7,None, PE 38:7,760.4918,0,2945.3,173189.3,6012.3,0,0,11400.2,39235.4,32407.3,0,196.0367,0,1652,3621.6,0,0,PE 16:1-22:6,16:1,253.2174,0,5460.6,20302.4,32407.3,0,22:6,327.2326,0,5939.6,18933,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.6,H71 C43 N1 O8 P1 ,PE,38,7,None, PE 38:7,760.4918,0,2945.3,173189.3,6012.3,0,29890.8,7372,18797.9,8087.3,0,196.0367,0,1652,3621.6,0,0,PE 20:5-18:2,20:5,301.2159,0,0,0,3650.2,0,18:2,279.2329,29890.8,7372,18797.9,4437.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.6,H71 C43 N1 O8 P1 ,PE,38,7,None, PE 38:7,760.4918,0,2945.3,173189.3,6012.3,0,0,-1.7,19719.3,0,0,196.0367,0,1652,3621.6,0,0,PE 20:4-18:3,20:4,303.2326,0,-1.7,15348.8,0,0,18:3,277.2179,0,0,4370.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.2,H73 C43 N1 O8 P1 ,PE,38,6,None, PE 38:6,762.5081,21691.5,1033371.4,4327213.4,200541.1,0,0,0,8275.3,5368.2,0,196.0374,0,21048.3,42194.6,0,0,PE 16:1-22:5,16:1,253.2179,0,0,-1.6,-1.6,0,22:5,329.249,0,0,8276.9,5369.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.2,H73 C43 N1 O8 P1 ,PE,38,6,None, PE 38:6,762.5081,21691.5,1033371.4,4327213.4,200541.1,0,173295.6,141950.5,93054,117785.5,37537.8,196.0374,0,21048.3,42194.6,0,0,PE 20:5-18:1,20:5,301.2177,0,0,5324.9,23193.2,0,18:1,281.2484,173295.6,141950.5,87729.1,94592.4,37537.8,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.2,H73 C43 N1 O8 P1 ,PE,38,6,None, PE 38:6,762.5081,21691.5,1033371.4,4327213.4,200541.1,0,-1.6,7429.2,891969.9,6686.6,0,196.0374,0,21048.3,42194.6,0,0,PE 18:2-20:4,18:2,279.2328,-1.6,2596.8,475163.6,2191,0,20:4,303.2328,0,4832.4,416806.3,4495.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.2,H73 C43 N1 O8 P1 ,PE,38,6,None, PE 38:6,762.5081,21691.5,1033371.4,4327213.4,200541.1,0,11762,377945.7,293065.9,-1.6,0,196.0374,0,21048.3,42194.6,0,0,PE 22:6-16:0,22:6,327.2322,4455.6,179026,123200.6,0,0,16:0,255.233,7306.5,198919.7,169865.3,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.3,H75 C43 N1 O8 P1 ,PE,38,5,None, PE 38:5,764.5245,123607.4,309639.5,11973173.4,702197.1,0,0,0,23341,10094.7,0,196.0374,4130.9,2121.7,93650,8562,0,PE 20:3-18:2,20:3,305.2476,0,0,23342.6,3425.5,0,18:2,279.2327,0,0,-1.6,6669.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.3,H75 C43 N1 O8 P1 ,PE,38,5,None, PE 38:5,764.5245,123607.4,309639.5,11973173.4,702197.1,0,0,4847.4,37440.1,15281.2,0,196.0374,4130.9,2121.7,93650,8562,0,PE 16:1-22:4,16:1,253.2174,0,0,10015.7,15281.2,0,22:4,331.2645,0,4847.4,27424.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.3,H75 C43 N1 O8 P1 ,PE,38,5,None, PE 38:5,764.5245,123607.4,309639.5,11973173.4,702197.1,0,807882.8,432477.1,366281.6,494158.1,239340,196.0374,4130.9,2121.7,93650,8562,0,PE 20:5-18:0,20:5,301.2174,0,0,5499.6,69024.1,0,18:0,283.2641,807882.8,432477.1,360782,425134,239340,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.3,H75 C43 N1 O8 P1 ,PE,38,5,None, PE 38:5,764.5245,123607.4,309639.5,11973173.4,702197.1,0,7896.8,9824.3,87273.5,15782.1,-1.6,196.0374,4130.9,2121.7,93650,8562,0,PE 16:0-22:5,16:0,255.2326,7896.8,-1.6,29654.1,13138.8,-1.6,22:5,329.247,0,9826,57619.4,2643.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.3,H75 C43 N1 O8 P1 ,PE,38,5,None, PE 38:5,764.5245,123607.4,309639.5,11973173.4,702197.1,0,24126.9,275937.6,3712777.5,13518.1,0,196.0374,4130.9,2121.7,93650,8562,0,PE 20:4-18:1,20:4,303.2328,24128.6,186528.2,2182255,13519.7,0,18:1,281.2485,-1.6,89409.3,1530522.5,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.7,H77 C43 N1 O8 P1 ,PE,38,4,None, PE 38:4,766.5406,331978.8,1642685.2,4049458.2,258534.4,0,0,5317.1,115795,39318.2,0,196.0374,2280.8,34379.3,-1.6,22.4,0,PE 20:3-18:1,20:3,305.2471,0,5318.7,115796.6,12240.5,0,18:1,281.2486,0,-1.6,-1.6,27077.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.7,H77 C43 N1 O8 P1 ,PE,38,4,None, PE 38:4,766.5406,331978.8,1642685.2,4049458.2,258534.4,0,1725.5,57190,249141.3,24339.9,0,196.0374,2280.8,34379.3,-1.6,22.4,0,PE 16:0-22:4,16:0,255.2329,1725.5,21000.2,110277.3,24339.9,0,22:4,331.2641,0,36189.8,138864,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.7,H77 C43 N1 O8 P1 ,PE,38,4,None, PE 38:4,766.5406,331978.8,1642685.2,4049458.2,258534.4,0,69126,797260.2,436537.8,41194,-1.6,196.0374,2280.8,34379.3,-1.6,22.4,0,PE 18:0-20:4,18:0,283.2642,-1.6,265553.5,304663.4,-1.6,-1.6,20:4,303.2329,69127.7,531706.7,131874.4,41195.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.2,H79 C43 N1 O8 P1 ,PE,38,3,None, PE 38:3,768.5566,0,0,2109.9,139693.3,0,3463.2,22152,19561.7,53149.7,0,196.0377,0,-1.7,3549.7,5058.8,0,PE 20:3-18:0,20:3,305.2449,3450.5,22153.6,19563.3,35117,0,18:0,283.2641,12.7,-1.7,-1.7,18032.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.2,H79 C43 N1 O8 P1 ,PE,38,3,None, PE 38:3,768.5566,0,0,2109.9,139693.3,0,3052.1,7277.4,42146.7,14098.6,0,196.0377,0,-1.7,3549.7,5058.8,0,PE 20:2-18:1,20:2,307.2642,0,3299.9,23599.1,4521.9,0,18:1,281.2485,3052.1,3977.5,18547.6,9576.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.2,H79 C43 N1 O8 P1 ,PE,38,3,None, PE 38:3,768.5566,0,0,2109.9,139693.3,0,-1.7,168151.9,679326.3,25717.2,-1.7,196.0377,0,-1.7,3549.7,5058.8,0,PE 16:0-22:3,16:0,255.2327,-1.7,168151.9,675917.8,25717.2,-1.7,22:3,333.2789,0,0,3408.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.2,H79 C43 N1 O8 P1 ,PE,38,3,None, PE 38:3,768.5566,0,0,2109.9,139693.3,0,0,3282.6,29709.4,-1.7,0,196.0377,0,-1.7,3549.7,5058.8,0,PE 20:1-18:2,20:1,309.279,0,3282.6,4779.3,0,0,18:2,279.2333,0,0,24930.1,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.6,H81 C43 N1 O8 P1 ,PE,38,2,None, PE 38:2,770.571,0,91278.8,51950.6,-1.7,0,-1.6,4551.7,-3.3,1225.6,0,196.0373,3255.5,3399.5,2235,0,0,PE 20:2-18:0,20:2,307.2631,0,4553.3,-1.6,0,0,18:0,283.2644,-1.6,-1.6,-1.6,1225.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.6,H81 C43 N1 O8 P1 ,PE,38,2,None, PE 38:2,770.571,0,91278.8,51950.6,-1.7,0,2578.6,90804.9,56133.5,-1.6,0,196.0373,3255.5,3399.5,2235,0,0,PE 20:1-18:1,20:1,309.2795,0,52450.3,21042.5,0,0,18:1,281.2485,2578.6,38354.6,35091,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.4,H83 C43 N1 O8 P1 ,PE,38,1,None, PE 38:1,772.5873,0,47395.8,-1.7,0,0,-1.7,48840,733.8,0,0,196.0376,3065.1,6073.1,6852.1,0,0,PE 20:1-18:0,20:1,309.2791,0,34104.9,733.8,0,0,18:0,283.2663,-1.7,14735.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1,H73 C45 N1 O8 P1 ,PE,40,8,None, PE 40:8,786.5087,0,0,3808985.5,0,0,1366.5,6626.5,197561.8,81143.7,0,196.0372,4769.4,0,41562.4,0,0,PE 22:6-18:2,22:6,327.2321,0,0,31744.2,0,0,18:2,279.2326,1366.5,6626.5,165817.7,81143.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1,H73 C45 N1 O8 P1 ,PE,40,8,None, PE 40:8,786.5087,0,0,3808985.5,0,0,0,5479.4,1847171.5,0,0,196.0372,4769.4,0,41562.4,0,0,PE 20:4-20:4,20:4,303.2325,0,2739.7,923585.7,0,0,20:4,303.2325,0,2739.7,923585.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.8,H75 C45 N1 O8 P1 ,PE,40,7,None, PE 40:7,788.525,1963.8,205701.7,3557561.6,0,0,0,0,67464.6,0,0,196.0372,0,5404,30992.4,0,0,PE 20:3-20:4,20:3,305.2473,0,0,67466.3,0,0,20:4,303.2329,0,0,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.8,H75 C45 N1 O8 P1 ,PE,40,7,None, PE 40:7,788.525,1963.8,205701.7,3557561.6,0,0,0,0,30836.1,-1.7,0,196.0372,0,5404,30992.4,0,0,PE 18:2-22:5,18:2,279.233,0,0,8136.9,-1.7,0,22:5,329.248,0,0,22699.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.8,H75 C45 N1 O8 P1 ,PE,40,7,None, PE 40:7,788.525,1963.8,205701.7,3557561.6,0,0,6486.1,538204.9,863326.8,155923.7,0,196.0372,0,5404,30992.4,0,0,PE 22:6-18:1,22:6,327.2327,0,56231.6,281381.3,0,0,18:1,281.2486,6486.1,481973.2,581945.5,155923.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.7,H77 C45 N1 O8 P1 ,PE,40,6,None, PE 40:6,790.5398,1129.7,3149411.4,1763044.8,11443.1,0,0,0,-3.4,0,0,196.0372,0,63969.5,15022.9,0,0,PE 20:3-20:3,20:3,305.247,0,0,-1.7,0,0,20:3,305.247,0,0,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.7,H77 C45 N1 O8 P1 ,PE,40,6,None, PE 40:6,790.5398,1129.7,3149411.4,1763044.8,11443.1,0,0,10123.5,0,3708.5,0,196.0372,0,63969.5,15022.9,0,0,PE 20:5-20:1,20:5,301.2176,0,0,0,3708.5,0,20:1,309.2818,0,10123.5,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.7,H77 C45 N1 O8 P1 ,PE,40,6,None, PE 40:6,790.5398,1129.7,3149411.4,1763044.8,11443.1,0,0,0,113474.1,12357.2,0,196.0372,0,63969.5,15022.9,0,0,PE 18:2-22:4,18:2,279.233,0,0,51273,12357.2,0,22:4,331.2642,0,0,62201,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.7,H77 C45 N1 O8 P1 ,PE,40,6,None, PE 40:6,790.5398,1129.7,3149411.4,1763044.8,11443.1,0,0,4686,43472.9,0,0,196.0372,0,63969.5,15022.9,0,0,PE 20:2-20:4,20:2,307.2645,0,0,16119.5,0,0,20:4,303.2344,0,4686,27353.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.7,H77 C45 N1 O8 P1 ,PE,40,6,None, PE 40:6,790.5398,1129.7,3149411.4,1763044.8,11443.1,0,1405.8,4306.8,327412.9,25029.7,0,196.0372,0,63969.5,15022.9,0,0,PE 18:1-22:5,18:1,281.2489,1405.8,-1.7,138878.5,5596.9,0,22:5,329.2492,0,4308.5,188534.5,19432.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.7,H77 C45 N1 O8 P1 ,PE,40,6,None, PE 40:6,790.5398,1129.7,3149411.4,1763044.8,11443.1,0,7660.9,1223928.7,77286.2,-1.7,0,196.0372,0,63969.5,15022.9,0,0,PE 18:0-22:6,18:0,283.2659,3475.1,554225.2,55341.4,-1.7,0,22:6,327.2333,4185.8,669703.5,21944.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
